condition,query_type,concept,query,success_at_1,success_at_5,first_hit_rank,reciprocal_rank,ndcg_at_5,top_source,top_role,top_score
exam_only,multi_concept_review,linear_systems,Give an exam-style explanation that connects linear systems to earlier concepts.,0,1,5,0.2,0.3869,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07317
exam_only,direct_concept,row_reduction,Explain row reduction for a final exam review.,0,1,2,0.5,0.6934,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.0644
exam_only,worked_example,row_reduction,Find a worked example involving row reduction.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2021/Final/Final.md,exam,0.09115
exam_only,misconception,row_reduction,What common mistake do students make with row reduction?,1,1,1,1.0,0.9469,mit_linear_algebra_md/spring2008/final-1806-S08/final-1806-S08.md,exam,0.06302
exam_only,vague_student_question,row_reduction,I am confused about when to use row reduction; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2021/Final/Final.md,exam,0.07397
exam_only,multi_concept_review,row_reduction,Give an exam-style explanation that connects row reduction to earlier concepts.,0,1,2,0.5,0.7328,mit_linear_algebra_md/spring2019/final/final.md,exam,0.06906
exam_only,direct_concept,rank,Explain rank for a final exam review.,1,1,1,1.0,0.906,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.09673
exam_only,worked_example,rank,Find a worked example involving rank.,1,1,1,1.0,0.8772,mit_linear_algebra_md/fall2022/final/final.md,exam,0.09511
exam_only,misconception,rank,What common mistake do students make with rank?,0,1,3,0.3333,0.5,mit_linear_algebra_md/fall2003/final/final.md,exam,0.04234
exam_only,vague_student_question,rank,I am confused about when to use rank; what should I review first?,1,1,1,1.0,0.9829,mit_linear_algebra_md/spring2012/final_sp12/final_sp12.md,exam,0.05906
exam_only,multi_concept_review,rank,Give an exam-style explanation that connects rank to earlier concepts.,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07769
exam_only,direct_concept,nullspace,Explain nullspace for a final exam review.,1,1,1,1.0,0.906,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.07336
exam_only,worked_example,nullspace,Find a worked example involving nullspace.,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2022/final/final.md,exam,0.10386
exam_only,misconception,nullspace,What common mistake do students make with nullspace?,0,1,3,0.3333,0.5706,mit_linear_algebra_md/fall2003/final/final.md,exam,0.04194
exam_only,vague_student_question,nullspace,I am confused about when to use nullspace; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2005/final-1806-S05/final-1806-S05.md,exam,0.06148
exam_only,multi_concept_review,nullspace,Give an exam-style explanation that connects nullspace to earlier concepts.,0,1,4,0.25,0.4307,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07715
exam_only,direct_concept,column_space,Explain column space for a final exam review.,1,1,1,1.0,0.9829,mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md,exam,0.10877
exam_only,worked_example,column_space,Find a worked example involving column space.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md,exam,0.18952
exam_only,misconception,column_space,What common mistake do students make with column space?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md,exam,0.0968
exam_only,vague_student_question,column_space,I am confused about when to use column space; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md,exam,0.1284
exam_only,multi_concept_review,column_space,Give an exam-style explanation that connects column space to earlier concepts.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md,exam,0.09684
exam_only,direct_concept,basis_dimension,Explain basis and dimension for a final exam review.,1,1,1,1.0,0.9047,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.06401
exam_only,worked_example,basis_dimension,Find a worked example involving basis.,1,1,1,1.0,0.9469,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.09083
exam_only,misconception,basis_dimension,What common mistake do students make with basis?,0,1,5,0.2,0.3869,mit_linear_algebra_md/fall2003/final/final.md,exam,0.03924
exam_only,vague_student_question,basis_dimension,I am confused about when to use basis; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2010/final-1806-f10/final-1806-f10.md,exam,0.07661
exam_only,multi_concept_review,basis_dimension,Give an exam-style explanation that connects basis and dimension to earlier concepts.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2019/final/final.md,exam,0.06869
exam_only,direct_concept,linear_maps,Explain linear maps for a final exam review.,0,1,3,0.3333,0.5,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.05958
exam_only,worked_example,linear_maps,Find a worked example involving linear map.,0,1,5,0.2,0.3869,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.06315
exam_only,misconception,linear_maps,What common mistake do students make with linear map?,0,1,2,0.5,0.6934,mit_linear_algebra_md/spring2010/18.06-Final-Sp2010/18.06-Final-Sp2010.md,exam,0.05274
exam_only,vague_student_question,linear_maps,I am confused about when to use linear map; what should I review first?,0,0,0,0.0,0.0,flipped_md/handin/midterm/midterm.md,exam,0.02617
exam_only,multi_concept_review,linear_maps,Give an exam-style explanation that connects linear maps to earlier concepts.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07449
exam_only,direct_concept,change_of_basis,Explain change of basis for a final exam review.,0,0,0,0.0,0.0,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.06647
exam_only,worked_example,change_of_basis,Find a worked example involving change of basis.,0,1,2,0.5,0.6309,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.06227
exam_only,misconception,change_of_basis,What common mistake do students make with change of basis?,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2010/18.06-Final-Sp2010/18.06-Final-Sp2010.md,exam,0.06618
exam_only,vague_student_question,change_of_basis,I am confused about when to use change of basis; what should I review first?,0,0,0,0.0,0.0,mit_linear_algebra_md/fall2017/final/final.md,exam,0.03527
exam_only,multi_concept_review,change_of_basis,Give an exam-style explanation that connects change of basis to earlier concepts.,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07097
exam_only,direct_concept,determinants,Explain determinants for a final exam review.,0,1,2,0.5,0.6241,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.07203
exam_only,worked_example,determinants,Find a worked example involving determinant.,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.09575
exam_only,misconception,determinants,What common mistake do students make with determinant?,0,1,2,0.5,0.7606,mit_linear_algebra_md/fall2003/final/final.md,exam,0.04229
exam_only,vague_student_question,determinants,I am confused about when to use determinant; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2008/final1806-f08/final1806-f08.md,exam,0.04346
exam_only,multi_concept_review,determinants,Give an exam-style explanation that connects determinants to earlier concepts.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07598
exam_only,direct_concept,eigenvalues,Explain eigenvalues and eigenvectors for a final exam review.,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2003-没找到答案/final/final.md,exam,0.09991
exam_only,worked_example,eigenvalues,Find a worked example involving eigenvalue.,1,1,1,1.0,0.9829,mit_linear_algebra_md/spring2007/final/final.md,exam,0.08863
exam_only,misconception,eigenvalues,What common mistake do students make with eigenvalue?,1,1,1,1.0,0.9469,mit_linear_algebra_md/spring2007/final/final.md,exam,0.04822
exam_only,vague_student_question,eigenvalues,I am confused about when to use eigenvalue; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2007/final/final.md,exam,0.05627
exam_only,multi_concept_review,eigenvalues,Give an exam-style explanation that connects eigenvalues and eigenvectors to earlier concepts.,0,1,2,0.5,0.7606,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07164
exam_only,direct_concept,diagonalization,Explain diagonalization for a final exam review.,0,1,2,0.5,0.6309,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.06911
exam_only,worked_example,diagonalization,Find a worked example involving diagonalize.,0,1,4,0.25,0.4307,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.05933
exam_only,misconception,diagonalization,What common mistake do students make with diagonalize?,0,1,3,0.3333,0.5438,mit_linear_algebra_md/fall2003/final/final.md,exam,0.03912
exam_only,vague_student_question,diagonalization,I am confused about when to use diagonalize; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2021/Final/Final.md,exam,0.05025
exam_only,multi_concept_review,diagonalization,Give an exam-style explanation that connects diagonalization to earlier concepts.,0,0,0,0.0,0.0,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07338
exam_only,direct_concept,orthogonality,Explain orthogonality for a final exam review.,0,0,0,0.0,0.0,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.06555
exam_only,worked_example,orthogonality,Find a worked example involving orthogonal.,1,1,1,1.0,0.8855,mit_linear_algebra_md/fall2022/final/final.md,exam,0.07998
exam_only,misconception,orthogonality,What common mistake do students make with orthogonal?,1,1,1,1.0,0.8772,mit_linear_algebra_md/fall2011/final_f11/final_f11.md,exam,0.0786
exam_only,vague_student_question,orthogonality,I am confused about when to use orthogonal; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2021/Final/Final.md,exam,0.05195
exam_only,multi_concept_review,orthogonality,Give an exam-style explanation that connects orthogonality to earlier concepts.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07012
exam_only,direct_concept,projection,Explain projection for a final exam review.,1,1,1,1.0,0.906,mit_linear_algebra_md/spring2007/final/final.md,exam,0.08896
exam_only,worked_example,projection,Find a worked example involving projection.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2007/final/final.md,exam,0.14272
exam_only,misconception,projection,What common mistake do students make with projection?,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2011/final_f11/final_f11.md,exam,0.09432
exam_only,vague_student_question,projection,I am confused about when to use projection; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2007/final/final.md,exam,0.12491
exam_only,multi_concept_review,projection,Give an exam-style explanation that connects projection to earlier concepts.,0,1,2,0.5,0.7328,mit_linear_algebra_md/spring2019/final/final.md,exam,0.07705
exam_only,direct_concept,least_squares,Explain least squares for a final exam review.,0,1,3,0.3333,0.5438,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.07209
exam_only,worked_example,least_squares,Find a worked example involving least squares.,1,1,1,1.0,0.8529,mit_linear_algebra_md/spring2019/final/final.md,exam,0.09603
exam_only,misconception,least_squares,What common mistake do students make with least squares?,1,1,1,1.0,0.8503,mit_linear_algebra_md/spring2019/final/final.md,exam,0.05407
exam_only,vague_student_question,least_squares,I am confused about when to use least squares; what should I review first?,1,1,1,1.0,0.9558,mit_linear_algebra_md/spring2019/final/final.md,exam,0.08516
exam_only,multi_concept_review,least_squares,Give an exam-style explanation that connects least squares to earlier concepts.,1,1,1,1.0,0.9197,mit_linear_algebra_md/spring2019/final/final.md,exam,0.12277
exam_only,direct_concept,positive_definite,Explain positive definite matrices for a final exam review.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2015/FinalExamSp15/FinalExamSp15.md,exam,0.18577
exam_only,worked_example,positive_definite,Find a worked example involving positive definite.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md,exam,0.32114
exam_only,misconception,positive_definite,What common mistake do students make with positive definite?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md,exam,0.18638
exam_only,vague_student_question,positive_definite,I am confused about when to use positive definite; what should I review first?,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md,exam,0.29667
exam_only,multi_concept_review,positive_definite,Give an exam-style explanation that connects positive definite matrices to earlier concepts.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md,exam,0.1682
exam_only,direct_concept,svd,Explain singular value decomposition for a final exam review.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2005/final-1806-S05/final-1806-S05.md,exam,0.1916
exam_only,worked_example,svd,Find a worked example involving SVD.,0,1,2,0.5,0.6509,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.06313
exam_only,misconception,svd,What common mistake do students make with SVD?,0,1,4,0.25,0.4307,mit_linear_algebra_md/fall2003/final/final.md,exam,0.04002
exam_only,vague_student_question,svd,I am confused about when to use SVD; what should I review first?,1,1,1,1.0,0.9829,mit_linear_algebra_md/spring2014/Final_s14_draft/Final_s14_draft.md,exam,0.03186
exam_only,multi_concept_review,svd,Give an exam-style explanation that connects singular value decomposition to earlier concepts.,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2005/final-1806-S05/final-1806-S05.md,exam,0.18007
exam_only,exam_fragment,row_reduction,Retrieve material that would help solve this exam-style task: Closed book exam (and no Calculators). Answer all 7 questions in the space provided (or direct us to the answer). Solutions will be posted outside the offices of Professor Kac (2–178) and Professor Axelrod (2–247) who ar,0,1,2,0.5,0.6509,mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md,exam,0.64738
exam_only,exam_fragment,column_space,Retrieve material that would help solve this exam-style task: $$M^{-1}A_4M = \begin{pmatrix} 1 & & & \\ & -1 & & \\ & & 1 & \\ & & & -1 \end{pmatrix} \begin{pmatrix} 0 & 1 & 0 & 0 \\ 1 & 0 & 2 & 0 \\ 0 & 2 & 0 & 3 \\ 0 & 0 & 3 & 0 \end{pmatrix} \begin{pmatrix} 1 & & & \\ & -1 & & \,0,1,3,0.3333,0.5,flipped_md/handin/final/final.md,exam,0.39184
exam_only,exam_fragment,nullspace,Retrieve material that would help solve this exam-style task: - (a) What are the dimensions of R(A) and N(A) and $N\left(A^{T}\right)$ ? - (b) True or False or Undecidable for this $A\colon\thinspace Ax=\begin{pmatrix} 0\\1\\0 \end{pmatrix}$ is solvable. Give a reason! - (c) How do,1,1,1,1.0,1.0,mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md,exam,0.303
exam_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - 7. (c) Circle True or False: if A has repeated eigenvalues, it is always possible to find an orthonormal basis for its column space. - 7. (d) Circle True or False: if $v_1,\ldots,v_n$ is a basis for $R^n$ and $b=c_1v_1",1,1,1,1.0,0.8503,mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md,exam,0.73473
exam_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - 6 (13 pts.) In each case give all the information you can about the eigenvalues and eigenvectors, when the matrix A has the following property: - (a) The powers $A^k$ approach the zero matrix. - (b) The matrix is symme",1,1,1,1.0,0.9829,mit_linear_algebra_md/fall1999/final-fall-99/final-fall-99.md,exam,0.32518
exam_only,exam_fragment,rank,Retrieve material that would help solve this exam-style task: - 1 (a) Explain why every eigenvector of A is either in the column space C(A) or the nullspace N(A) (or explain why this is false). - (b) From $A = S\Lambda S^{-1}$ find the eigenvalue matrix and the eigenvector matrix f,1,1,1,1.0,1.0,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.30235
exam_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: $$R = \left[ \begin{array}{rrrr} 1 & 3 & 0 & 2 \\ 0 & 0 & 1 & 5 \\ 0 & 0 & 0 & 0 \end{array} \right]$$ - (a) The four subspaces associated with the original A are N(A), C(A), $N(A^{T})$ , and $C(A^{T})$ . Give the dimens",1,1,1,1.0,0.8503,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.28341
exam_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - (b) Find as many eigenvectors as possible, with the best possible properties. Are there 4 independent eigenvectors? Are there 4 orthonormal eigenvectors? - (c) What is the rank of A + 2I? What is the determinant of A +",1,1,1,1.0,1.0,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md,exam,0.32248
exam_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: - (a) Find an orthonormal basis $\boldsymbol{q}_1,\,\boldsymbol{q}_2$ for S by Gram-Schmidt. - (b) Write down the 3 by 3 matrix P which projects vectors perpendicularly onto S. - (c) Show how the properties of P (what ar",0,0,0,0.0,0.0,mit_linear_algebra_md/fall2002/final/final.md,exam,0.40487
exam_only,exam_fragment,basis_dimension,"Retrieve material that would help solve this exam-style task: $$L = \begin{bmatrix} 1 & 0 & 0 \\ 2 & 1 & 0 \\ -2 & 3 & 1 \end{bmatrix}, U = \begin{bmatrix} 5 & 0 & 5 & 1 \\ 0 & 3 & 3 & 0 \\ 0 & 0 & 0 & 0 \end{bmatrix}.$$ (a) What are the dimensions of the 4 fundamental subspaces as",1,1,1,1.0,1.0,mit_linear_algebra_md/fall2003/final/final.md,exam,0.41535
exam_only,exam_fragment,row_reduction,Retrieve material that would help solve this exam-style task: - 2 (12 pts.) Keep the same matrix A as in Problem 1. - (a) Find the matrix P that projects any vector in $\mathbb{R}^4$ onto the subspace spanned by the first column of A. - (b) Describe the null space of I-P and the nu,1,1,1,1.0,0.9197,mit_linear_algebra_md/fall2005/final-1806-F05/final-1806-F05.md,exam,0.36347
exam_only,exam_fragment,nullspace,Retrieve material that would help solve this exam-style task: - (b) An orthogonal set of 4 eigenvectors is \_\_\_\_\_\_ - (c) CIRCLE every class of matrices to which this matrix A belongs: 7 (12 pts.) Suppose A is 2 by 3 with this Singular Value Decomposition $U\Sigma V^{\mathrm{T},1,1,1,1.0,1.0,mit_linear_algebra_md/fall2005/final-1806-F05/final-1806-F05.md,exam,0.44819
exam_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: 3 (3+3+5=11 pts.) (a) A and B are any matrices with the same number of rows. What can you say (and explain why it is true) about the comparison of $\operatorname{rank} \, \operatorname{of} \, A \qquad \qquad \operatornam",1,1,1,1.0,0.8503,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.45113
exam_only,exam_fragment,basis_dimension,"Retrieve material that would help solve this exam-style task: - (a) Compute $x^{T}x$ and also $x^{T}Ax$ in terms of the c's and $\lambda$ 's. - (b) Looking at the ratio of $x^{T}Ax$ in part (a) divided by $x^{T}x$ in part (a), what c's would make that ratio as large as possible? Yo",1,1,1,1.0,1.0,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.43701
exam_only,exam_fragment,column_space,"Retrieve material that would help solve this exam-style task: - (a) How do you find the best least squares solution $\widehat{x}$ to Ax = b? By taking those steps, give me a formula (letters not numbers) for $\widehat{x}$ and also for $p = A\widehat{x}$ . - (b) The projection p is ",1,1,1,1.0,0.9197,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md,exam,0.36086
exam_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: $$A = \begin{bmatrix} 0 & 1 & 0 \\ 0 & 0 & 1 \\ 0 & 0 & p \end{bmatrix}.$$ - (a) What are the eigenvalues of A (possibly in terms of p)? - (b) If p is not 0, find an eigenvector that is not in the nullspace. - (c) What a",1,1,1,1.0,1.0,mit_linear_algebra_md/fall2008/final1806-f08/final1806-f08.md,exam,0.28882
exam_only,exam_fragment,eigenvalues,"Retrieve material that would help solve this exam-style task: (a) (4 pts.) There are two values of c that make A a projection matrix. Find them by guessing, calculating, or understanding projection matrices. Check that A is a projection matrix for these two c. (b) (4 pts.) There ar",1,1,1,1.0,1.0,mit_linear_algebra_md/fall2011/final_f11/final_f11.md,exam,0.46732
exam_only,exam_fragment,basis_dimension,"Retrieve material that would help solve this exam-style task: b) (5 pts.) What is $\kappa$ , the ratio of the maximum and minimum values of ||Ax|| over the unit circle ||x|| = 1? c) (6 pts.) What are the maximum and minimum value of $v^T x$ , for x over the unit circle ||x|| = 1, w",1,1,1,1.0,0.9675,mit_linear_algebra_md/fall2013/final_f13/final_f13.md,exam,0.56324
exam_only,exam_fragment,rank,Retrieve material that would help solve this exam-style task: Consider the vector space of symmetric $2 \times 2$ matrices of the form $$S = \left(\begin{array}{cc} x & z \\ z & y \end{array}\right).$$ b) (6 pts.) If D is the diagonal matrix $D = \begin{pmatrix} d & 0 \\ 0 & e \end,1,1,1,1.0,0.9675,mit_linear_algebra_md/fall2013/final_f13/final_f13.md,exam,0.39248
exam_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - (a) Any solution x of Ax = b is a sum of a vector in the space of A and a vector in the in the space of A. - (b) If Ax = b is solvable for any b, then it might be a (circle one) 10 × 3 or 3 × 10 matrix with rank r = . ",1,1,1,1.0,1.0,mit_linear_algebra_md/fall2022/final/final.md,exam,0.47991
exam_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - **6** Suppose $u_1, u_2, u_3$ is an orthonormal basis for $\mathbf{R}^3$ and $v_1, v_2$ is an orthonormal basis for $\mathbf{R}^2$ . - (a) (5 points) What is the rank, what are all vectors in the column space, and what",1,1,1,1.0,0.9829,mit_linear_algebra_md/spring1998/final-98/final-98.md,exam,0.44703
exam_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: - 2 Suppose A is a 5 by 7 matrix,and Ax = b has a solution for every right side b. - (a) (3 points) What do we know about the column space ofA? - (b) (3 points) What do we know about the rows of A? - (c) (3 points) What ",1,1,1,1.0,1.0,mit_linear_algebra_md/spring1999/final-99/final-99.md,exam,0.41721
exam_only,exam_fragment,linear_systems,"Retrieve material that would help solve this exam-style task: - (a) (3 points) How do you know that the third column of A contains all zeros? - (b) (3 points) Find the matrix A. - (c) (3 points) By transposing $S^{-1}AS = \wedge$ , find the eigenvectors $y_1, y_2, y_3$ of $A^T$ . (",0,0,0,0.0,0.0,mit_linear_algebra_md/spring1999/final-99/final-99.md,exam,0.36043
exam_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: - (b) (3 points) In solving part (a), you might start with a vector like $a_3 = (0,0,1)$ and find $q_3$ . Which vectors $a_3$ would not work as starting vectors to find $q_3$ by Gram-Schmidt? How many different real vect",0,0,0,0.0,0.0,mit_linear_algebra_md/spring1999/final-99/final-99.md,exam,0.45435
exam_only,exam_fragment,row_reduction,Retrieve material that would help solve this exam-style task: | 1) | M2 | 2-131 | I. Ben-Yaacov | 2-101 | 3-3299 | pezz | |----|-----|-------|---------------|-------|--------|----------| | 2) | М3 | 2-131 | I. Ben-Yaacov | 2-101 | 3-3299 | pezz | | 3) | М3 | 2-132 | A. Oblomkov | 2,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md,exam,0.49795
exam_only,exam_fragment,rank,Retrieve material that would help solve this exam-style task: What does it mean for a set of vectors to be a vector space? - (c) What is the nullspace of a 5 by 4 matrix with linearly independent columns? What is the nullspace of a 4 by 5 matrix with linearly independent columns? $,1,1,1,1.0,0.9469,mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md,exam,0.43405
exam_only,exam_fragment,rank,Retrieve material that would help solve this exam-style task: - 5 (a) Suppose $A^{T}Ax = 0$ . This tells us that Ax is in the \_\_\_\_\_ space of $A^{T}$ . Always Ax is in the \_\_\_\_\_ space of A. Why can you conclude that Ax = 0? - (b) Supposing again that $A^{T}Ax = 0$ we immed,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md,exam,0.51476
exam_only,exam_fragment,linear_systems,"Retrieve material that would help solve this exam-style task: - 1 (10 pts.) Suppose $P_1, \ldots, P_n$ are points in $\mathbb{R}^n$ . The coordinates of $P_i$ are $(a_{i1}, a_{i2}, \ldots, a_{in})$ . We want to find a hyperplane $c_1x_1 + \cdots + c_nx_n = 1$ that contains all n po",1,1,1,1.0,1.0,mit_linear_algebra_md/spring2005/final-1806-S05/final-1806-S05.md,exam,0.5956
exam_only,exam_fragment,nullspace,"Retrieve material that would help solve this exam-style task: (a) P is a projection matrix onto a subspace of dimension 1, so the eigenvalues are 1, 0, 0. (b) $$\begin{pmatrix} 1/\sqrt{2} \\ 0 \\ -1\sqrt{2} \end{pmatrix}, \begin{pmatrix} 1/\sqrt{6} \\ -2/\sqrt{6} \\ 1/\sqrt{6} \end",0,0,0,0.0,0.0,mit_linear_algebra_md/spring2007/final/final.md,exam,0.60454
exam_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - (a) Find the eigenvalues $\lambda_1, \lambda_2$ of A. Find the eigenvectors $x_1, x_2$ with second entry equal to 1 so that $x_1 = (z_1, 1)$ and $x_2 = (z_2, 1)$ . - (b) What is the inner product of those eigenvectors?",0,1,2,0.5,0.6509,mit_linear_algebra_md/spring2008/final-1806-S08/final-1806-S08.md,exam,0.28618
exam_only,exam_fragment,eigenvalues,Retrieve material that would help solve this exam-style task: A has a singular value decomposition $A=U\Sigma V^{\rm T}.$ Then $A=(UV^{\rm T})(V\Sigma V^{\rm T}).$ - (a) Show that $UV^{\mathrm{T}}$ is an orthogonal matrix Q (what is the test for an orthogonal matrix?). - (b) Show t,1,1,1,1.0,1.0,mit_linear_algebra_md/spring2008/final-1806-S08/final-1806-S08.md,exam,0.49744
exam_only,exam_fragment,linear_systems,"Retrieve material that would help solve this exam-style task: 1 (18 pts.) A sequence of numbers $f_0, f_1, f_2, \ldots$ is defined by the recurrence with starting values $f_0 = 1$ , $f_1 = 1$ . (Thus, the first few terms in the sequence are $1, 1, 2, 5, 13, 34, 89, \ldots$ ) - (a) ",0,0,0,0.0,0.0,mit_linear_algebra_md/spring2009/final-s09/final-s09.md,exam,0.5752
exam_only,exam_fragment,rank,"Retrieve material that would help solve this exam-style task: - (a) Find an orthonormal basis for C(A) using Gram-Schmidt, forming the columns of a matrix Q. - (b) Write each step of your Gram-Schmidt process from (a) as a multiplication of A on the \_\_\_\_\_\_ (left or right) by ",1,1,1,1.0,0.9197,mit_linear_algebra_md/spring2009/final-s09/final-s09.md,exam,0.49489
exam_only,exam_fragment,basis_dimension,"Retrieve material that would help solve this exam-style task: (a) Find the eigenvalues of $A^TA$ and also of $AA^T$ . For both matrices find a complete set of orthonormal eigenvectors. (b) If you apply the Gram-Schmidt process (orthonormalization) to the columns of this matrix A, w",0,1,2,0.5,0.7123,mit_linear_algebra_md/spring2010/18.06-Final-Sp2010/18.06-Final-Sp2010.md,exam,0.18848
exam_only,exam_fragment,row_reduction,"Retrieve material that would help solve this exam-style task: - Your Recitation Instructor (and time) is \_\_\_\_\_ - Instructors: (Hezari)(Pires)(Sheridan)(Yoo) Please show enough work so we can see your method and give due credit. 1. (a) For this matrix A, find the usual P (permu",1,1,1,1.0,0.9675,mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md,exam,0.41405
exam_only,exam_fragment,nullspace,"Retrieve material that would help solve this exam-style task: $$A = \left[ \begin{array}{rrr} 1 & 3 & 0 \\ 0 & 1 & 4 \\ 0 & 0 & 1 \end{array} \right].$$ (b) If a square matrix B is invertible, how do you know that its cofactor matrix is invertible? (c) True or false **with a reason",1,1,1,1.0,0.906,mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md,exam,0.47774
